bboy_name,move_name,frame,p0x,p0y,p0z,p0v,p9x,p9y,p9z,p9v,p10x,p10y,p10z,p10v,p12x,p12y,p12z,p12v,p14x,p14y,p14z,p14v,p16x,p16y,p16z,p16v,p11x,p11y,p11z,p11v,p13x,p13y,p13z,p13v,p15x,p15y,p15z,p15v,p24x,p24y,p24z,p24v,p26x,p26y,p26z,p26v,p28x,p28y,p28z,p28v,p23x,p23y,p23z,p23v,p25x,p25y,p25z,p25v,p27x,p27y,p27z,p27v
bboy2,cc,0,0.5175907015800476,0.5539846420288086,-0.7761861681938171,0.9999963045120239,0.5216328501701355,0.5640413761138916,-0.6979511380195618,0.9999978542327881,0.501723051071167,0.5639058351516724,-0.7105877995491028,0.9999986886978149,0.3924080431461334,0.5988950729370117,-0.4536474347114563,0.9998155236244202,0.3110318183898926,0.6434927582740784,-0.6058952808380127,0.9796397089958191,0.30114632844924927,0.6899816393852234,-0.8800438046455383,0.913482666015625,0.5890589356422424,0.6070390343666077,-0.42053723335266113,0.9999127388000488,0.6430680751800537,0.6818994879722595,-0.47605952620506287,0.9913480877876282,0.7174435257911682,0.7320546507835388,-0.6602553129196167,0.98195481300354,0.4249183237552643,0.7023982405662537,0.004758406896144152,0.9997803568840027,0.3439849615097046,0.6945558786392212,-0.5800259113311768,0.9469811320304871,0.399804949760437,0.7567098140716553,-0.06553346663713455,0.9658477306365967,0.5263858437538147,0.7074382901191711,-0.0050529311411082745,0.9995750784873962,0.5196770429611206,0.7224673628807068,-0.6399083733558655,0.9685236215591431,0.528022289276123,0.7511270046234131,0.0008860263042151928,0.8289347887039185
bboy2,cc,1,0.5502423048019409,0.5557366013526917,-0.5567504167556763,0.9999956488609314,0.5505205392837524,0.5652750134468079,-0.4849739372730255,0.9999973773956299,0.5311994552612305,0.5646990537643433,-0.5099118947982788,0.9999983310699463,0.41698551177978516,0.5897162556648254,-0.3215285837650299,0.9998040199279785,0.3184904456138611,0.6315140128135681,-0.5128081440925598,0.9788389205932617,0.35839495062828064,0.6429030299186707,-0.7724214792251587,0.9109445810317993,0.5930652618408203,0.6098639369010925,-0.262416809797287,0.9999138712882996,0.6428018808364868,0.6823291182518005,-0.2963884174823761,0.9908038377761841,0.6874991655349731,0.7329959869384766,-0.44184017181396484,0.9802268743515015,0.42623093724250793,0.7017568945884705,0.005447183270007372,0.9997861385345459,0.35362499952316284,0.6915947794914246,-0.5144398212432861,0.9478395581245422,0.39985451102256775,0.7587354779243469,-0.06922893971204758,0.9657562375068665,0.5265869498252869,0.7087194323539734,-0.005714248400181532,0.9995884299278259,0.5253084897994995,0.7288273572921753,-0.553798496723175,0.9691905975341797,0.5263904929161072,0.7526255249977112,0.016633130609989166,0.8339419364929199
bboy2,cc,2,0.5752742886543274,0.5578294396400452,-0.4797724485397339,0.9999906420707703,0.5720227360725403,0.5677368640899658,-0.4124751091003418,0.999991774559021,0.5566150546073914,0.5651881098747253,-0.43899691104888916,0.9999959468841553,0.4375278055667877,0.5796400308609009,-0.2908327877521515,0.9998010993003845,0.3411760926246643,0.6112522482872009,-0.5134410858154297,0.9802685379981995,0.43244996666908264,0.6055585741996765,-0.7204996943473816,0.9172745943069458,0.598242998123169,0.6122198104858398,-0.2118595540523529,0.9998827576637268,0.6338363885879517,0.6843369603157043,-0.2351759672164917,0.9850777387619019,0.6492511034011841,0.7339247465133667,-0.34473809599876404,0.9705899357795715,0.4323989152908325,0.6972929239273071,0.005469165276736021,0.999794602394104,0.3587414622306824,0.6913766264915466,-0.4773125648498535,0.948930025100708,0.39999982714653015,0.7596734762191772,-0.08233746886253357,0.9657312035560608,0.5284265279769897,0.7086797952651978,-0.005726432427763939,0.9995925426483154,0.5252066850662231,0.7291732430458069,-0.5349065661430359,0.9691323041915894,0.5218692421913147,0.7527601718902588,0.015474879182875156,0.8370910882949829
bboy2,cc,3,0.6027196645736694,0.5588119626045227,-0.4753638803958893,0.999991238117218,0.5994691252708435,0.5688886642456055,-0.4072154462337494,0.9999921321868896,0.5824217796325684,0.5656176805496216,-0.4321918189525604,0.9999960064888,0.46781015396118164,0.5721376538276672,-0.26987507939338684,0.9998077750205994,0.3889092206954956,0.5933887362480164,-0.48559269309043884,0.981949508190155,0.5169443488121033,0.576690673828125,-0.6365252137184143,0.9243494868278503,0.6103644967079163,0.6142619848251343,-0.21526819467544556,0.9998888373374939,0.6256077289581299,0.6869236826896667,-0.22298254072666168,0.9839375615119934,0.6308497786521912,0.7404969334602356,-0.2962496876716614,0.9696106910705566,0.4455874264240265,0.6904380321502686,0.01752171665430069,0.9998080730438232,0.3570282459259033,0.6913983225822449,-0.42711129784584045,0.9512121081352234,0.3999919295310974,0.7595516443252563,-0.04621945321559906,0.9666285514831543,0.5343332886695862,0.706023097038269,-0.017792025581002235,0.9996221661567688,0.5237366557121277,0.728295624256134,-0.5028048753738403,0.9710365533828735,0.5203167200088501,0.7528666853904724,0.007759497966617346,0.849422812461853
bboy2,cc,4,0.6336700320243835,0.5595545172691345,-0.30019766092300415,0.9999889731407166,0.6224291920661926,0.5687583684921265,-0.2345900684595108,0.9999891519546509,0.6100670695304871,0.5655031204223633,-0.26559388637542725,0.9999929666519165,0.49277570843696594,0.5584414601325989,-0.18697349727153778,0.9998148083686829,0.46139228343963623,0.583713710308075,-0.4194257855415344,0.9829934239387512,0.5940759181976318,0.5710359811782837,-0.5328814387321472,0.9302692413330078,0.6198006868362427,0.6138665676116943,-0.05883501097559929,0.9998617768287659,0.609990119934082,0.686626672744751,-0.10291986167430878,0.954639196395874,0.6161070466041565,0.7392982244491577,-0.2119065374135971,0.9265811443328857,0.44441163539886475,0.6853886842727661,0.016424721106886864,0.9998230934143066,0.3469802439212799,0.6953870058059692,-0.4680218994617462,0.9547556638717651,0.3994216322898865,0.7591162323951721,-0.0485961027443409,0.966940701007843,0.5340163111686707,0.7013164758682251,-0.016812289133667946,0.9996494650840759,0.514660120010376,0.7130849957466125,-0.4839836359024048,0.9725703597068787,0.5171093344688416,0.7510640025138855,-0.0067045255564153194,0.8614680171012878
bboy2,cc,5,0.657346785068512,0.5625275373458862,-0.32966241240501404,0.9999839067459106,0.6466193199157715,0.5687357783317566,-0.2635129988193512,0.9999839067459106,0.6368358731269836,0.5653017163276672,-0.30306369066238403,0.9999878406524658,0.5277833938598633,0.5450947284698486,-0.26279330253601074,0.9998233318328857,0.5422985553741455,0.573008120059967,-0.46529877185821533,0.9839884638786316,0.6695873141288757,0.5771070122718811,-0.5137021541595459,0.9357771873474121,0.6357186436653137,0.5913820266723633,-0.10902725905179977,0.999847412109375,0.5885934233665466,0.6616771221160889,-0.16343389451503754,0.8976135849952698,0.601044237613678,0.7004382014274597,-0.28213539719581604,0.884977400302887,0.4391421377658844,0.6745007038116455,0.0026140559930354357,0.9998365640640259,0.32415837049484253,0.6962353587150574,-0.461265504360199,0.9588494300842285,0.39828258752822876,0.7577364444732666,-0.007364223245531321,0.9679962396621704,0.5337323546409607,0.6863803863525391,-0.002712654648348689,0.9996728301048279,0.5550642013549805,0.6980655193328857,-0.4326733350753784,0.9746867418289185,0.5170174241065979,0.7395355105400085,0.0027525252662599087,0.8730517029762268
bboy2,cc,6,0.6939454078674316,0.5656850337982178,-0.38190776109695435,0.9999850392341614,0.6840461492538452,0.5706318020820618,-0.31250280141830444,0.9999853372573853,0.671335756778717,0.5659668445587158,-0.3542286455631256,0.9999885559082031,0.5623074769973755,0.542234480381012,-0.2845805287361145,0.9998380541801453,0.6058071255683899,0.5825155973434448,-0.5186793208122253,0.9854256510734558,0.7307505011558533,0.5995617508888245,-0.5773963332176208,0.9415852427482605,0.6418333649635315,0.595777153968811,-0.1136956661939621,0.9998605847358704,0.6025546789169312,0.66603022813797,-0.14486263692378998,0.8904052972793579,0.6035902500152588,0.7228658199310303,-0.2647438943386078,0.8840214014053345,0.43529677391052246,0.6615382432937622,-0.015278519131243229,0.9998510479927063,0.3049686849117279,0.6944289803504944,-0.4676770269870758,0.9627116322517395,0.39259544014930725,0.7533531785011292,0.017603140324354172,0.9683064818382263,0.5331981182098389,0.6761711835861206,0.01522541232407093,0.9997031092643738,0.5758002400398254,0.6596070528030396,-0.45236727595329285,0.9769459366798401,0.5287677049636841,0.7345587015151978,-0.13032567501068115,0.8850701451301575
bboy2,cc,7,0.7238134145736694,0.5706230998039246,-0.1852779984474182,0.9999858140945435,0.709915041923523,0.5746519565582275,-0.12540069222450256,0.9999864101409912,0.7010448575019836,0.5704814791679382,-0.1724213808774948,0.9999887347221375,0.587882936000824,0.5456211566925049,-0.20133911073207855,0.9998388886451721,0.6316349506378174,0.5852439403533936,-0.3632965087890625,0.9847620129585266,0.7607197761535645,0.6200526356697083,-0.40180012583732605,0.9438763856887817,0.6491021513938904,0.5950614213943481,0.05193393677473068,0.999869167804718,0.6279697418212891,0.6610097885131836,0.01190315093845129,0.8520945310592651,0.6115277409553528,0.7203322649002075,-0.11972110718488693,0.8579484820365906,0.43303579092025757,0.6529484391212463,-0.01965634897351265,0.999857485294342,0.294653981924057,0.680728554725647,-0.4292357861995697,0.9659215807914734,0.376382976770401,0.744606077671051,-0.016774233430624008,0.9682787656784058,0.5201625823974609,0.6744269728660583,0.019704822450876236,0.9997283220291138,0.5709845423698425,0.6312595009803772,-0.4960779845714569,0.979101300239563,0.46114251017570496,0.7373462319374084,-0.37843945622444153,0.8963521718978882
bboy2,cc,8,0.7405319809913635,0.5777946710586548,-0.14977672696113586,0.999984085559845,0.7231966257095337,0.5809959173202515,-0.08346683531999588,0.9999870657920837,0.7148931622505188,0.5762690901756287,-0.1410026103258133,0.9999881982803345,0.6012062430381775,0.5481424927711487,-0.2070283591747284,0.99983149766922,0.6471754908561707,0.5903018116950989,-0.4143376350402832,0.9848923683166504,0.7734599709510803,0.6627862453460693,-0.4464884102344513,0.9462447166442871,0.6608945727348328,0.5934524536132812,0.11829101294279099,0.9998640418052673,0.6374104022979736,0.6657784581184387,0.054123200476169586,0.8221710920333862,0.6111984252929688,0.7398064732551575,-0.09269782900810242,0.8374249339103699,0.4162638485431671,0.6458292007446289,-0.03858216106891632,0.9998365044593811,0.30613973736763,0.6565426588058472,-0.4859025776386261,0.9686330556869507,0.3420810103416443,0.7450959086418152,-0.2989114224910736,0.9685203433036804,0.5038000345230103,0.6777725219726562,0.03882487118244171,0.999719500541687,0.5700865983963013,0.621306836605072,-0.48777392506599426,0.9807071685791016,0.4213525652885437,0.7383400797843933,-0.43585309386253357,0.9061614274978638
bboy2,cc,9,0.752036988735199,0.5875335335731506,-0.03501773625612259,0.9999669194221497,0.7347896099090576,0.5914620161056519,0.034793198108673096,0.9999826550483704,0.7285332679748535,0.5862342119216919,-0.03659938648343086,0.9999794960021973,0.6253703832626343,0.5529808402061462,-0.1695536971092224,0.9998261332511902,0.6619873046875,0.6170244216918945,-0.43648120760917664,0.9823259711265564,0.7622658014297485,0.6950541138648987,-0.5081682205200195,0.9470632076263428,0.66764235496521,0.5948593616485596,0.27896010875701904,0.9997614622116089,0.6533592939376831,0.6677176356315613,0.16814303398132324,0.770558774471283,0.6133861541748047,0.7540138959884644,0.010991571471095085,0.7944289445877075,0.41819778084754944,0.6364282965660095,-0.08886387944221497,0.9995262622833252,0.4013337194919586,0.6289911866188049,-0.6476432085037231,0.9692745208740234,0.3186991214752197,0.7478014230728149,-0.8749536871910095,0.9619846343994141,0.4942597448825836,0.6699582934379578,0.08906804770231247,0.9988998174667358,0.5549451112747192,0.6534240245819092,-0.28869757056236267,0.9645324945449829,0.3660890758037567,0.7477255463600159,-0.5515819787979126,0.9021785259246826
