bboy_name,move_name,frame,p0x,p0y,p0z,p0v,p9x,p9y,p9z,p9v,p10x,p10y,p10z,p10v,p12x,p12y,p12z,p12v,p14x,p14y,p14z,p14v,p16x,p16y,p16z,p16v,p11x,p11y,p11z,p11v,p13x,p13y,p13z,p13v,p15x,p15y,p15z,p15v,p24x,p24y,p24z,p24v,p26x,p26y,p26z,p26v,p28x,p28y,p28z,p28v,p23x,p23y,p23z,p23v,p25x,p25y,p25z,p25v,p27x,p27y,p27z,p27v
bboy0,jackhammer,0,0.7670641541481018,0.7342627048492432,-0.20899085700511932,0.9988395571708679,0.7488164305686951,0.7322120070457458,-0.16113309562206268,0.9972621202468872,0.7491249442100525,0.7305882573127747,-0.23953770101070404,0.9988859295845032,0.6780645847320557,0.6839590668678284,-0.45386892557144165,0.9995922446250916,0.5385882258415222,0.6972089409828186,-0.4684693515300751,0.9018187522888184,0.509286105632782,0.7554623484611511,-0.38231757283210754,0.8801252245903015,0.678919792175293,0.6982371211051941,0.1058863028883934,0.9991059899330139,0.5516817569732666,0.7003350853919983,0.1993899941444397,0.055140215903520584,0.5190461874008179,0.7598987817764282,0.10951129347085953,0.15367762744426727,0.459768682718277,0.6716894507408142,-0.17572477459907532,0.9987366795539856,0.3547040820121765,0.7592282891273499,-0.2349984347820282,0.9679043292999268,0.29420143365859985,0.6747339963912964,0.0895271748304367,0.9385159015655518,0.46901047229766846,0.682138979434967,0.1758313626050949,0.9987680315971375,0.3703520894050598,0.750529944896698,0.23179680109024048,0.3240663707256317,0.31739747524261475,0.6797438859939575,0.46338900923728943,0.4625590443611145
bboy0,jackhammer,1,0.7656175494194031,0.7241244912147522,-0.5724034905433655,0.9989458322525024,0.7489638328552246,0.7212675213813782,-0.511688768863678,0.9974846839904785,0.7487782835960388,0.7202928066253662,-0.5762606263160706,0.998985230922699,0.6619353890419006,0.6880093812942505,-0.6377683877944946,0.9996247887611389,0.5278493762016296,0.6965096592903137,-0.6226136088371277,0.910072386264801,0.5112330913543701,0.7557270526885986,-0.5491567254066467,0.8884352445602417,0.7080242037773132,0.658287763595581,-0.17787252366542816,0.999039888381958,0.6372868418693542,0.6351097226142883,0.19396591186523438,0.053281981498003006,0.6367964148521423,0.655938982963562,0.45212027430534363,0.14448578655719757,0.45950794219970703,0.6742081046104431,-0.17055580019950867,0.9988418221473694,0.31153926253318787,0.7252855896949768,-0.17530840635299683,0.9688326120376587,0.19593429565429688,0.6457343697547913,0.03883841633796692,0.9439501166343689,0.4798365831375122,0.6622924208641052,0.1704678237438202,0.9986258745193481,0.3704463839530945,0.6965598464012146,0.44403213262557983,0.3434414863586426,0.32900270819664,0.6392977833747864,0.8908339142799377,0.47350773215293884
bboy0,jackhammer,2,0.7608436346054077,0.7164201736450195,-0.6116682291030884,0.9990454912185669,0.7453888654708862,0.7122381329536438,-0.5590015053749084,0.9977040886878967,0.7429971098899841,0.7126240134239197,-0.6132109761238098,0.9990770220756531,0.6489489674568176,0.6877963542938232,-0.6581783294677734,0.9996582865715027,0.5111645460128784,0.6950132250785828,-0.6044855117797852,0.9177741408348083,0.5121725797653198,0.757041335105896,-0.5010690689086914,0.8938454985618591,0.7170922160148621,0.6383053660392761,-0.27849507331848145,0.9990598559379578,0.650075376033783,0.6086479425430298,0.07819266617298126,0.057934097945690155,0.6686362624168396,0.6475844979286194,0.31767401099205017,0.13678206503391266,0.4592513144016266,0.6714123487472534,-0.1587684005498886,0.9989469051361084,0.29717716574668884,0.7040572762489319,-0.10146404802799225,0.9702660441398621,0.16992232203483582,0.6320317983627319,0.055541928857564926,0.9490348100662231,0.49394094944000244,0.6477486491203308,0.158763587474823,0.9983136653900146,0.41102755069732666,0.6732475757598877,0.5941489934921265,0.34202858805656433,0.3321397006511688,0.6221005320549011,1.111895203590393,0.4667064845561981
bboy0,jackhammer,3,0.7490236163139343,0.7136375904083252,-0.5610074400901794,0.9991322159767151,0.737109899520874,0.7095052599906921,-0.5186630487442017,0.9978929162025452,0.732319176197052,0.7103509306907654,-0.5643826127052307,0.9991527795791626,0.6378898620605469,0.6891841292381287,-0.619283139705658,0.9996863007545471,0.5013952851295471,0.6944101452827454,-0.5557060837745667,0.9242451190948486,0.5159359574317932,0.7568409442901611,-0.45615291595458984,0.8939427733421326,0.7215706706047058,0.6306697130203247,-0.30047106742858887,0.999066948890686,0.6775933504104614,0.59758061170578,0.026434797793626785,0.08063811808824539,0.6976421475410461,0.6341066956520081,0.2703555226325989,0.13244110345840454,0.45726531744003296,0.6660798192024231,-0.1503952294588089,0.9990431070327759,0.29180294275283813,0.6910254955291748,-0.03938998654484749,0.9718055129051208,0.16534164547920227,0.6213189959526062,0.1459076702594757,0.9537749886512756,0.4975326955318451,0.637030839920044,0.15038347244262695,0.9980987310409546,0.4295482933521271,0.658341109752655,0.6119552254676819,0.3326817452907562,0.34386658668518066,0.6173841953277588,1.133874535560608,0.4537599980831146
bboy0,jackhammer,4,0.7235890030860901,0.7124432325363159,-0.5633720755577087,0.9992150068283081,0.7139251232147217,0.7073326110839844,-0.5260502099990845,0.998087465763092,0.7066519856452942,0.7084846496582031,-0.5719295144081116,0.9992291331291199,0.5856418609619141,0.6888724565505981,-0.6254082322120667,0.9997092485427856,0.47577565908432007,0.6877133250236511,-0.5766363739967346,0.9300618767738342,0.5160926580429077,0.7571141719818115,-0.5369085669517517,0.8983065485954285,0.7170434594154358,0.6339088678359985,-0.3403114974498749,0.9991064071655273,0.6902588605880737,0.6005496978759766,0.011833026073873043,0.09238442033529282,0.7096607685089111,0.6427366733551025,0.25588467717170715,0.13447485864162445,0.4539550244808197,0.6617270112037659,-0.1423828899860382,0.9991318583488464,0.2898121178150177,0.6829502582550049,0.03022482804954052,0.9723513722419739,0.17692488431930542,0.6103371977806091,0.2698770761489868,0.957938551902771,0.5013086795806885,0.6380674839019775,0.14241020381450653,0.998126208782196,0.4669033885002136,0.6470690369606018,0.6057580709457397,0.31840407848358154,0.35968106985092163,0.6184455156326294,1.1373401880264282,0.4372696876525879
bboy0,jackhammer,5,0.6948823928833008,0.714981198310852,-0.5575069785118103,0.9992510676383972,0.6886350512504578,0.7101789712905884,-0.5203179121017456,0.9981374144554138,0.6803335547447205,0.7106202244758606,-0.563912034034729,0.9992238283157349,0.5897221565246582,0.6865617632865906,-0.6127166748046875,0.9997270107269287,0.48191866278648376,0.6881784796714783,-0.5692166686058044,0.933843195438385,0.5242078304290771,0.7525281310081482,-0.5009215474128723,0.8966507315635681,0.717133104801178,0.6424884796142578,-0.340242475271225,0.9991414546966553,0.7069756984710693,0.6144237518310547,-0.01970488391816616,0.10634864121675491,0.7183656096458435,0.6469742655754089,0.2403312623500824,0.13723555207252502,0.4540192186832428,0.6612560749053955,-0.14044822752475739,0.9992130994796753,0.2952324450016022,0.6818580627441406,-0.016925780102610588,0.9724915027618408,0.19412557780742645,0.6065990924835205,0.202205628156662,0.9613023400306702,0.5080000162124634,0.6381469964981079,0.14043453335762024,0.9981833100318909,0.4674639105796814,0.6493817567825317,0.6106463670730591,0.29942330718040466,0.3908260464668274,0.6243557333946228,1.1317760944366455,0.41039013862609863
bboy0,jackhammer,6,0.6657675504684448,0.7116172909736633,-0.5609497427940369,0.999148964881897,0.661363959312439,0.7002830505371094,-0.5374807715415955,0.997968316078186,0.6543692350387573,0.704867959022522,-0.5713303089141846,0.9990221858024597,0.5787562131881714,0.6854302883148193,-0.6348636746406555,0.9997369050979614,0.4868498742580414,0.6897628903388977,-0.5864154696464539,0.9358194470405579,0.5266752243041992,0.7517794966697693,-0.5443564653396606,0.8886602520942688,0.7140278816223145,0.6373893618583679,-0.4192488491535187,0.9991686344146729,0.6980134844779968,0.6194032430648804,-0.08331331610679626,0.10644969344139099,0.6885215640068054,0.6566516160964966,0.14602889120578766,0.13576114177703857,0.4573284983634949,0.6610710620880127,-0.12795574963092804,0.9992865324020386,0.30237260460853577,0.682912290096283,0.18225476145744324,0.9709389209747314,0.20216460525989532,0.6061127781867981,0.5047754645347595,0.9642155766487122,0.5163983702659607,0.6327364444732666,0.1278192549943924,0.9982843995094299,0.4927365481853485,0.6506263613700867,0.6540055871009827,0.275919109582901,0.42882227897644043,0.6294844746589661,1.246785044670105,0.3885089159011841
bboy0,jackhammer,7,0.6034438014030457,0.7050482034683228,-0.9666823744773865,0.9991639852523804,0.6086321473121643,0.6957544088363647,-0.9115936160087585,0.9980827569961548,0.5983663201332092,0.6948491930961609,-0.9333451986312866,0.9990479946136475,0.575813353061676,0.6637526154518127,-0.721977710723877,0.9995969533920288,0.5885776281356812,0.6451568007469177,-0.4598293900489807,0.8998108506202698,0.6269683241844177,0.65910804271698,-0.18704615533351898,0.8207526206970215,0.6909730434417725,0.652616560459137,-0.6536074876785278,0.9991936087608337,0.6995327472686768,0.6579931378364563,-0.30971935391426086,0.13782840967178345,0.6711469888687134,0.6584548354148865,-0.1658916473388672,0.1559721827507019,0.4676368236541748,0.6514327526092529,-0.0710887759923935,0.9993543028831482,0.33793318271636963,0.6816608309745789,0.2639216184616089,0.9694858193397522,0.24941211938858032,0.6098301410675049,0.6442784667015076,0.9647969007492065,0.5260565280914307,0.642089307308197,0.0711665153503418,0.9984261989593506,0.4727410674095154,0.6684635877609253,0.5959169268608093,0.2903081476688385,0.45430320501327515,0.632030725479126,1.1824853420257568,0.394646018743515
bboy0,jackhammer,8,0.5885581374168396,0.6975082159042358,-1.0459792613983154,0.9992088079452515,0.5965312719345093,0.6937864422798157,-0.9739345908164978,0.9982029795646667,0.5914705395698547,0.6946911215782166,-0.9787970781326294,0.9991020560264587,0.5847960114479065,0.6695565581321716,-0.6504396200180054,0.999491274356842,0.6296236515045166,0.6345542669296265,-0.3962707817554474,0.8947707414627075,0.676681399345398,0.6409844756126404,-0.24244633316993713,0.8187844753265381,0.6448400020599365,0.6736854910850525,-0.6027246117591858,0.9990305304527283,0.6932114362716675,0.6548243761062622,-0.3163767457008362,0.19530120491981506,0.7048079371452332,0.6516707539558411,-0.17239277064800262,0.2098996490240097,0.49348366260528564,0.6610276699066162,-0.06424444168806076,0.9994168877601624,0.3637300133705139,0.6855503916740417,0.07899045199155807,0.9710121750831604,0.2920776605606079,0.6116055846214294,0.39167430996894836,0.9671546220779419,0.540928065776825,0.6647937297821045,0.06424745917320251,0.9985671639442444,0.5168518424034119,0.6714608669281006,0.2973082661628723,0.31905126571655273,0.5060716867446899,0.6328628063201904,0.7400915622711182,0.40797990560531616
bboy0,jackhammer,9,0.5324180722236633,0.7010631561279297,-1.0235090255737305,0.9977392554283142,0.5420633554458618,0.6983984112739563,-0.9585983753204346,0.997425377368927,0.535966694355011,0.6990818381309509,-0.9690134525299072,0.9984798431396484,0.5572275519371033,0.6841497421264648,-0.6695420145988464,0.9992698431015015,0.6164402365684509,0.6427924036979675,-0.5944851636886597,0.895892322063446,0.6515460014343262,0.6494101285934448,-0.6567392945289612,0.8288387656211853,0.60756915807724,0.6929119825363159,-0.6283523440361023,0.9981390237808228,0.632813036441803,0.6573725342750549,-0.37583649158477783,0.23042398691177368,0.6298282742500305,0.6474117636680603,-0.29316064715385437,0.22530676424503326,0.5267775654792786,0.6725084185600281,-0.062354885041713715,0.9994724988937378,0.41358160972595215,0.6846984028816223,0.09581867605447769,0.9698624610900879,0.3236914277076721,0.6146794557571411,0.3351162374019623,0.9650603532791138,0.5653194189071655,0.6771756410598755,0.06251915544271469,0.9986892938613892,0.5283201932907104,0.6852279305458069,0.2400032877922058,0.34093940258026123,0.5210310220718384,0.6363687515258789,0.5657249093055725,0.40099307894706726
